	abv	attenuation_level	boil_volume	brewers_tips	contributed_by	description	ebc	first_brewed	food_pairing	ibu	id	image_url	ingredients	method	name	ph	srm	tagline	target_fg	target_og	volume
19	6.5	83.3	{'value': 25, 'unit': 'litres'}	Shave of the surface of the citrus peel to unlock the highly aromatic compounds into the beer. Avoid putting any white pith into the brew as it will create an intense and unpleasant bitterness.	Sam Mason <samjbmason>	Punchy resinous hoppy aromas blast from the glass; light floral and citrus notes riff against huge piney character. Showcasing Citra, Simcoe and Amarillo at their absolute best. A huge dose of grapefruit peel brings swirls of fresh pithy zest, accentuating the dry hops and building on the dry, biscuit malt base.	25.0	12/2015	['Mexican ceviche', 'Coriander and lime green thai curry', 'Grapefruit souffle']	60.0	100	https://images.punkapi.com/v2/100.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 4.5, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.88, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Simcoe', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Mosaic', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Simcoe', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': 'Add grapefruit and orange peel into the boil and FV for extra citrus twist'}	Elvis Juice V2.0 - Prototype Challenge	4.4	12.5	Citrus Infused IPA.	1010.0	1060.0	{'value': 20, 'unit': 'litres'}
20	8.0	81.3	{'value': 25, 'unit': 'litres'}	We recommend adding the chocolate malt at the start of the run off to ensure you extract the flavour and colour without imparting too much of the astringency of the malt into your wort. This will give the beer a really smooth mouthfeel, making this dangerously drinkable at 8% ABV.	Sam Mason <samjbmason>	The original BrewDog, Bracken decided to make a beer that best reflected himself; this is the beer equivalent of the big, cute chocolate monster. Soft, smooth, dark, chocolatey and a force to be reckoned with. This gentle giant will never bite, but you'll still want to be on your best behaviour!	240.0	04/2007	['Seared scallops', 'Pan seared venison with fruit salad side', 'Caramelised apple pie with vanilla ice cream']	45.0	101	https://images.punkapi.com/v2/101.png	{'malt': [{'name': 'Maris Otter Extra Pale', 'amount': {'value': 5.36, 'unit': 'kilograms'}}, {'name': 'Dark Crystal 350-400', 'amount': {'value': 0.71, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.18, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.54, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.36, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.54, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 14.3, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Galena', 'amount': {'value': 14.3, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Galena', 'amount': {'value': 21.4, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 21.4, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 21.4, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 20, 'unit': 'celsius'}}, 'twist': 'Dark muscavado sugar 285g 30mins pre boil end'}	Riptide	4.4	120.0	Twisted Merciless Stout.	1014.0	1075.0	{'value': 20, 'unit': 'litres'}
21	9.0	87.0	{'value': 25, 'unit': 'litres'}	20% of the original volume of wort was brewed again, kettle soured and added during fermentation to give a tart finish to the beer.	Sam Mason <samjbmason>	9% abv sour tripel, infused with peach and apricot in collaboration with some of our favourite beer writers Adrian Tierney-Jones, Matt Curtis and Jonny and Brad from The Craft Beer Channel.	12.0	06/2015	['Summer salad with pickled veg', 'Sticky barbecue spare ribs', 'Blueberry and almond tart']	30.0	102	https://images.punkapi.com/v2/keg.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 14.5, 'unit': 'kilograms'}}], 'hops': [{'name': 'Mandarina Bavaria', 'amount': {'value': 7.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Strisselspalt', 'amount': {'value': 7.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Strisselspalt', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 3522 - Belgian Ardennesâ„¢'}	{'mash_temp': [{'temp': {'value': 60, 'unit': 'celsius'}, 'duration': 10}, {'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 30}, {'temp': {'value': 72, 'unit': 'celsius'}, 'duration': 10}, {'temp': {'value': 78, 'unit': 'celsius'}, 'duration': 5}], 'fermentation': {'temp': {'value': 20, 'unit': 'celsius'}}, 'twist': None}	Peach Therapy	3.6	6.0	Tart Belgian Tripple.	1000.0	1071.0	{'value': 20, 'unit': 'litres'}
22	12.0	102.3	{'value': 25, 'unit': 'litres'}	Leave this beer to chill in the cellar for a few months to round off the flavour profile.	Ali Skinner <AliSkinner>	A heavy hitting combination of rich malt flavours and relentless, bitter hops. Aromas of caramel and toasted marshmallow, with raisin and dried fruit, alongside a spicy undercurrent of resin. With toasty malt and sweet dark fruit flavours, and a smooth, chewy mouthfeel, youâ€™ll be lulled into a false sense of security, before the intense pine-sap resin draws out a huge bitter finish.	24.0	12/2013	['Aged Stilton', 'Flaky pastry beef pie and sweet potato mash', 'Chocolate pecan praline cake']	85.0	103	https://images.punkapi.com/v2/103.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 9.5, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.13, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.88, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Simcoe', 'amount': {'value': 18.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Mosaic', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Ahtanum', 'amount': {'value': 18.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Ahtanum', 'amount': {'value': 18.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Mosaic', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Mosaic', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Ahtanum', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Simcoe', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 90}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}	Clown King	4.4	12.0	US Style Barley Wine.	1020.0	1130.0	{'value': 20, 'unit': 'litres'}
23	6.2	85.0	{'value': 25, 'unit': 'litres'}	Let the fermentation temperature creep up a couple of degrees higher than normal to create the characteristic banana and bubblegum aromas.	Sam Mason <samjbmason>	 BrewDog vs. Weihenstephan India Pale Weizen kicked off a new direction for our collaborations. We took a simple concept (by our standards) and teamed up with the oldest brewery in the world to brew a mash-up beer using the signature styles of both breweries. India Pale Weizen has classic base hefeweizen aromas and flavours of banana, clove and bubblegum, with a distinctive haziness. Layered on top of this is a tapestry of US citrus hop character. India Pale Weizen is a perfect symbiosis of traditional and modern brewing.	35.0	09/2014	['Korean barbecue nachos', 'Beef pho soup', 'Waffles with caramelised apple and powdered sugar']	50.0	104	https://images.punkapi.com/v2/104.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 3, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 2, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.08, 'unit': 'kilograms'}}], 'hops': [{'name': 'Cascade', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Saaz', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Hersbrucker', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}], 'yeast': 'Wyeast 3638 - Bavarian Wheatâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}	India Pale Weizen (w/ Weihenstephan)	4.0	17.5	BrewDog Versus Weihenstephan.	1010.0	1056.0	{'value': 20, 'unit': 'litres'}
24	8.2	83.3	{'value': 25, 'unit': 'litres'}	For easy addition, freeze the berries and then allow to defrost. The process will turn the berries to mush.	Sam Mason <samjbmason>	A Scottish take on Hello My Name is Ingrid with added brambles. Caramel malt provides sweetness to balance the tart berry character, which loses sweetness during fermentation.	90.0	08/2012	['Honey glazed ham with pineapple', 'Spicy wings with blue cheese sauce', 'Blackberry pie with vanilla ice cream']	42.0	105	https://images.punkapi.com/v2/105.png	{'malt': [{'name': 'Maris Otter Extra Pale', 'amount': {'value': 6.86, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.93, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Columbus', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Nelson Sauvin', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Bramling Cross/ First Gold', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 71.43, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Centennial', 'amount': {'value': 71.43, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Nelson Sauvin', 'amount': {'value': 71.43, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 64, 'unit': 'celsius'}, 'duration': 90}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': '500g bramble addition in the FV'}	Hello My Name Is Beastie	4.4	45.0	Double IPA Brewed with Brambles.	1013.0	1078.0	{'value': 20, 'unit': 'litres'}
25	5.6	78.0	{'value': 25, 'unit': 'litres'}	To get the best possible profile from the dry hops we recommend dry hopping post fermentation for 5 days. Dry hops should be added at cellar temperature. We find 14Â°C results in the most aromatic dry hop profile.	Sam Mason <samjbmason>	Punk IPA. Amplified. In 2010 we finally got our paws on the equipment we needed to dry hop our beers. We focused all our energy on dry hopping, amping up the aroma and flavour of our flagship beer to create a relentless explosion of tropical fruits, and adding a hint of Caramalt to balance out the insane amount of hops.	15.0	10/2010	['Spicy carne asada with a pico de gallo sauce', 'Shredded chicken tacos with a mango chilli lime salsa', 'Cheesecake with a passion fruit swirl sauce']	40.0	106	https://images.punkapi.com/v2/106.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 4.38, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.25, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Ahtanum', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Ahtanum', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 27.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Ahtanum', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Nelson Sauvin', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 47.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Ahtanum', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Simcoe', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Nelson Sauvin', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Cascade', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Punk IPA 2010 - Current	4.4	7.6	Post Modern Classic. Spiky. Tropical. Hoppy.	1011.0	1055.0	{'value': 20, 'unit': 'litres'}
26	7.2	82.1	{'value': 25, 'unit': 'litres'}	With new hop varieties, growers are discovering flavour attributes completely unexpected from hops, which can add unique character to your brews.	Sam Mason <samjbmason>	A new, at-the-time un-named American hop now known as Equinox. Piney, resinous with spicy fruit notes and biting grapefruit. Stewed orange and pineapple with a resinous edge.	30.0	02/2014	['Spicy black bean and chicken tortilla soup', 'Spicy lamb tikka masala', 'Fruity bread pudding']	70.0	107	https://images.punkapi.com/v2/107.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 5.65, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.06, 'unit': 'kilograms'}}], 'hops': [{'name': 'HBC 366', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'HBC 366', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'HBC 366', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'HBC 366', 'amount': {'value': 250, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	HBC 366 - IPA Is Dead	4.4	15.0	Single Hop India Pale Ale.	1012.0	1067.0	{'value': 20, 'unit': 'litres'}
27	6.3	80.0	{'value': 25, 'unit': 'litres'}	Play around with the fermentation temperature to get the best flavour profile from the individual yeasts.	Ali Skinner <AliSkinner>	Our Unleash the Yeast series was an epic experiment into the differences in aroma and flavour provided by switching up your yeast. We brewed up a wort with a light caramel note and some toasty biscuit flavour, and hopped it with Amarillo and Centennial for a citrusy bitterness. Everything else is down to the yeast. American Ale used a clean fermenting strain which provides some faint fruity notes.	30.0	09/2013	['Fried brie bites', 'American cheese burger', 'Poached apple tart']	55.0	108	https://images.punkapi.com/v2/108.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 4.58, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.06, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.25, 'unit': 'kilograms'}}], 'hops': [{'name': 'Centennial', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	American Ale	4.4	15.0	Unleash the Yeast Series.	1012.0	1060.0	{'value': 20, 'unit': 'litres'}
28	10.0	70.0	{'value': 25, 'unit': 'litres'}	Put coffee beans and cocoa nibs in a cheese cloth and dip in wort like a tea bag. Do multiple small additions for short lengths of time â€“ the longer you leave them in the more heavy oils will be extracted.	Sam Mason <samjbmason>	Vanilla pods and toasted oak chips add a rounded character to this massive Russian Imperial Stout, brewed with a hefty malt bill, cacao nibs and coffee beans. Dark malts combine with Cascade to add a punchy bitterness, strong enough to offset the big chocolate sweetness.	30.0	11/2012	['Smokey sweet pulled brisket', 'Espresso crusted venison with a dark cherry jus', 'Affogato with vanilla ice cream']	85.0	109	https://images.punkapi.com/v2/109.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 6.88, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 1, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.13, 'unit': 'kilograms'}}, {'name': 'Black Malt', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Roasted Barley', 'amount': {'value': 1.5, 'unit': 'kilograms'}}, {'name': 'Weyermann Smoked', 'amount': {'value': 0.5, 'unit': 'kilograms'}}], 'hops': [{'name': 'Cascade', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': 'Coffee Beans: 25g at end, Cocoa Nibs: 25g at end, Cocoa Nibs: 25g at conditioning, Coffee Beans: 25g at conditioning, Oak Chips: 15g at conditioning'}	Cocoa Psycho	4.4	15.25	Russian Imperial Stout. Rich. Decadent. Mocha.	1012.0	1098.0	{'value': 20, 'unit': 'litres'}
